provinceName;provinceID;districtName;districtID;neighborhoodName;neighborhoodID
Amasya;27;Gümüşhacıköy;154;Kağnıcı Köyü;154882
Amasya;27;Gümüşhacıköy;154;Dumanlı Köyü;154888
Amasya;27;Gümüşhacıköy;154;Adatepe;154889
Amasya;27;Gümüşhacıköy;154;Güblüce Köyü;154955
Amasya;27;Gümüşhacıköy;154;Artıkabat;154975
Amasya;27;Gümüşhacıköy;154;Derbentobruğu Köyü;155176
Amasya;27;Gümüşhacıköy;154;Güllüce Köyü;155335
Amasya;27;Gümüşhacıköy;154;Cumara;155387
Amasya;27;Gümüşhacıköy;154;Kızılca Köyü;155484
Amasya;27;Gümüşhacıköy;154;Kiziroğlu Köyü;155567
Amasya;27;Gümüşhacıköy;154;Kırca Köyü;155748
Amasya;27;Gümüşhacıköy;154;Kutluca Köyü;155760
Amasya;27;Gümüşhacıköy;154;Beden Köyü;155953
Amasya;27;Gümüşhacıköy;154;Çay;155974
Amasya;27;Gümüşhacıköy;154;Akpınar Köyü;156987
Amasya;27;Gümüşhacıköy;154;Çetmi Köyü;157206
Amasya;27;Gümüşhacıköy;154;Yazıyerı Köyü;157313
Amasya;27;Gümüşhacıköy;154;Doluca Köyü;157557
Amasya;27;Gümüşhacıköy;154;Yeniköy Köyü;203117
Amasya;27;Gümüşhacıköy;154;Çal Köyü;203118
Amasya;27;Gümüşhacıköy;154;Aşağıovacık Köyü;203119
Amasya;27;Gümüşhacıköy;154;Camikebir;205875
Amasya;27;Gümüşhacıköy;154;Irgat;205876
Amasya;27;Gümüşhacıköy;154;Ağcadede;205877
Amasya;27;Gümüşhacıköy;154;Şıhlar;205878
Amasya;27;Gümüşhacıköy;154;Tekke;205879
Amasya;27;Gümüşhacıköy;154;Yenicami;205880
Amasya;27;Hamamözü;155;Sarayözü Köyü;47036
Amasya;27;Hamamözü;155;Yemişen Köyü;47060
Amasya;27;Hamamözü;155;Göçeri Köyü;47082
Amasya;27;Hamamözü;155;Tekçam Köyü;47142
Amasya;27;Hamamözü;155;Yukarıovacık Köyü;47155
Amasya;27;Hamamözü;155;Damladere Köyü;47248
Amasya;27;Hamamözü;155;Hamamözü;47308
Amasya;27;Hamamözü;155;Çayköy Köyü;47488
Amasya;27;Hamamözü;155;Kızılcaören Köyü;47551
Amasya;27;Hamamözü;155;Hıdırlar Köyü;47559
Amasya;27;Hamamözü;155;Dede Köyü;153240
Amasya;27;Hamamözü;155;Umarca Köyü;153447
Amasya;27;Hamamözü;155;Göl Köyü;153488
Amasya;27;Hamamözü;155;Alan Köyü;153548
Amasya;27;Hamamözü;155;Hamitkaplan;154510
Amasya;27;Hamamözü;155;Köprübaşı;155354
Amasya;27;Hamamözü;155;Arkutbey;155582
Amasya;27;Hamamözü;155;Tepe Köyü;155735
Amasya;27;Hamamözü;155;Mağraobruğu Köyü;155749
Amasya;27;Hamamözü;155;Arpaderesi Köyü;157513
Amasya;27;Hamamözü;155;Saray;206529
Amasya;27;Merzifon;156;Harmanlar;134091
Amasya;27;Merzifon;156;Çamlıca Köyü;134406
Amasya;27;Merzifon;156;Şeyhyeni Köyü;135092
Amasya;27;Merzifon;156;Kuyu Köyü;135219
Amasya;27;Merzifon;156;Kıreymir Köyü;149837
Amasya;27;Merzifon;156;Esentepe Köyü;151356
Amasya;27;Merzifon;156;Bayat Köyü;151370
Amasya;27;Merzifon;156;Bahçecik Köyü;151761
Amasya;27;Merzifon;156;Aşağıbük Köyü;151776
Amasya;27;Merzifon;156;Balgöze Köyü;151915
Amasya;27;Merzifon;156;Sarıbuğday Köyü;151916
Amasya;27;Merzifon;156;Çavundur Köyü;152902
Amasya;27;Merzifon;156;Yaylacık Köyü;152934
Amasya;27;Merzifon;156;Aksungur Köyü;153001
Amasya;27;Merzifon;156;Karatepe Köyü;153045
Amasya;27;Merzifon;156;Yenice Köyü;153046
Amasya;27;Merzifon;156;Hacıbalı;153111
Amasya;27;Merzifon;156;Eymir Köyü;153136
Amasya;27;Merzifon;156;Alişar Köyü;153190
Amasya;27;Merzifon;156;Karamustafapaşa Köyü;153215
Amasya;27;Merzifon;156;Demirpınar Köyü;153216
Amasya;27;Merzifon;156;Çayırözü Köyü;153309
Amasya;27;Merzifon;156;Bayazıt Köyü;153515
Amasya;27;Merzifon;156;Yeşiltepe Köyü;153516
Amasya;27;Merzifon;156;Nusratiye;153539
Amasya;27;Merzifon;156;Derealan Köyü;153560
Amasya;27;Merzifon;156;Hırka Köyü;153597
Amasya;27;Merzifon;156;Uzunyazı Köyü;153609
Amasya;27;Merzifon;156;Selimiye Köyü;153655
Amasya;27;Merzifon;156;Hacıyakup Köyü;153678
Amasya;27;Merzifon;156;İnalan Köyü;153679
Amasya;27;Merzifon;156;Aktarla Köyü;153802
Amasya;27;Merzifon;156;Bulak Köyü;154057
Amasya;27;Merzifon;156;Gümüştepe Köyü;154087
Amasya;27;Merzifon;156;Diphacı Köyü;154263
Amasya;27;Merzifon;156;Hocasüleyman;154916
Amasya;27;Merzifon;156;Oymak Köyü;154940
Amasya;27;Merzifon;156;Koç Köyü;154958
Amasya;27;Merzifon;156;Eskicami;155075
Amasya;27;Merzifon;156;Küçükçay Köyü;155098
Amasya;27;Merzifon;156;Çaybaşı Köyü;155117
Amasya;27;Merzifon;156;Sarıköy Köyü;155131
Amasya;27;Merzifon;156;Gazimahbup;155238
Amasya;27;Merzifon;156;Büyükçay Köyü;155275
Amasya;27;Merzifon;156;Hacet Köyü;155288
Amasya;27;Merzifon;156;Ortaova Köyü;155304
Amasya;27;Merzifon;156;Naccar;155315
Amasya;27;Merzifon;156;Han Köyü;155339
Amasya;27;Merzifon;156;Akören Köyü;155356
Amasya;27;Merzifon;156;Kızıleğrek Köyü;155459
Amasya;27;Merzifon;156;Hayrettin Köyü;155488
Amasya;27;Merzifon;156;Yeşilören Köyü;155505
Amasya;27;Merzifon;156;Akpınar Köyü;155679
Amasya;27;Merzifon;156;Mahmutlu Köyü;155688
Amasya;27;Merzifon;156;Hacıhasan;155706
Amasya;27;Merzifon;156;Alıcık Köyü;155738
Amasya;27;Merzifon;156;Elmayolu Köyü;155769
Amasya;27;Merzifon;156;Karşıyaka Köyü;155885
Amasya;27;Merzifon;156;Kamışlı Köyü;155944
Amasya;27;Merzifon;156;Buğdaylı;156139
Amasya;27;Merzifon;156;Saraycık Köyü;156325
Amasya;27;Merzifon;156;Mahzen;156326
Amasya;27;Merzifon;156;Kayadüzü Köyü;156338
Amasya;27;Merzifon;156;Yalnız Köyü;156339
Amasya;27;Merzifon;156;Ortabük Köyü;156492
Amasya;27;Merzifon;156;Yolüstü Köyü;156532
Amasya;27;Merzifon;156;Çobanören Köyü;156693
Amasya;27;Merzifon;156;Karacakaya Köyü;156869
Amasya;27;Merzifon;156;Osmanoğlu Köyü;156891
Amasya;27;Merzifon;156;Çayır Köyü;157207
Amasya;27;Merzifon;156;Gelinsini Köyü;157208
Amasya;27;Merzifon;156;Oymaağaç Köyü;157433
Amasya;27;Merzifon;156;Mehmetakifersoy;157523
Amasya;27;Merzifon;156;Tavşan;157543
Amasya;27;Merzifon;156;Yakup Köyü;158387
Amasya;27;Merzifon;156;Gökçebağ Köyü;158568
Amasya;27;Merzifon;156;Camicedit;158751
Amasya;27;Merzifon;156;Karamağara Köyü;158778
Amasya;27;Merzifon;156;Pekmezci Köyü;158938
Amasya;27;Merzifon;156;Sazlıca Köyü;158939
Amasya;27;Merzifon;156;Sofular;158991
Amasya;27;Merzifon;156;Yukarıbük Köyü;159128
Amasya;27;Merzifon;156;Yenimahalle;171293
Amasya;27;Merzifon;156;Abide Hatun;171294
Amasya;27;Merzifon;156;Yunus Emre;180682
Amasya;27;Merzifon;156;Bağlarbaşı;203598
Amasya;27;Merzifon;156;Bahçelievler;204898
Amasya;27;Merzifon;156;Kümbethatun;205167
Amasya;27;Merzifon;156;Muşruf Köyü;205482
Amasya;27;Merzifon;156;Türkoğlu Köyü;207121
Amasya;27;Suluova;157;Akören Köyü;133937
Amasya;27;Suluova;157;Kazanlı Köyü;134063
Amasya;27;Suluova;157;Boyalı Köyü;134414
Amasya;27;Suluova;157;Ayrancı Köyü;134697
Amasya;27;Suluova;157;Borsa 1 A;134698
Amasya;27;Suluova;157;Soku Köyü;135094
Amasya;27;Suluova;157;Çayüstü Köyü;152111
Amasya;27;Suluova;157;Magosa;152950
Amasya;27;Suluova;157;Kulu Köyü;153047
Amasya;27;Suluova;157;Alabedir Köyü;153149
Amasya;27;Suluova;157;Aşağı Karasu Köyü;153307
Amasya;27;Suluova;157;Dereköy Köyü;153789
Amasya;27;Suluova;157;Kapancı Köyü;153790
Amasya;27;Suluova;157;Oğulbağı Köyü;153862
Amasya;27;Suluova;157;Sinezi Köyü;153863
Amasya;27;Suluova;157;Eğribük Köyü;153948
