no,province,provinceID,district,districtID,neighborhood,neighborhoodID
1947,Ordu,74,Mesudiye,770,Topçam/Merkez,159129
1948,Ordu,74,Mesudiye,770,Topçam/Ortaalan,158950
1949,Ordu,74,Mesudiye,770,Türk,153491
1950,Ordu,74,Mesudiye,770,Üçyol/Merkez,15850
1951,Ordu,74,Mesudiye,770,Yağmurlar,16219
1952,Ordu,74,Mesudiye,770,Yardere,16451
1953,Ordu,74,Mesudiye,770,Yavşan,16728
1954,Ordu,74,Mesudiye,770,Yenimahalle,16402
1955,Ordu,74,Mesudiye,770,Yeşilce/Merkez,15337
1956,Ordu,74,Mesudiye,770,Yeşilce/Yeşilyurt,154873
1957,Ordu,74,Mesudiye,770,Yeşilçit,17012
1958,Ordu,74,Mesudiye,770,Yeveli,16067
1959,Ordu,74,Mesudiye,770,Yukarıgökçe,16958
1960,Ordu,74,Mesudiye,770,Yuvalı,16755
1961,Ordu,74,Altınordu,771,Akçatepe,124506
1962,Ordu,74,Altınordu,771,Akkese,124517
1963,Ordu,74,Altınordu,771,Akyazı,206999
1964,Ordu,74,Altınordu,771,Alembey,124558
1965,Ordu,74,Altınordu,771,Alınca,125382
1966,Ordu,74,Altınordu,771,Alisayvan,125471
1967,Ordu,74,Altınordu,771,Altunyurt,124532
1968,Ordu,74,Altınordu,771,Arpaköy,124528
1969,Ordu,74,Altınordu,771,Artıklı,124549
1970,Ordu,74,Altınordu,771,Ataköy,124513
1971,Ordu,74,Altınordu,771,Aydınlık,125478
1972,Ordu,74,Altınordu,771,Aziziye,124492
1973,Ordu,74,Altınordu,771,Bahariye,125385
1974,Ordu,74,Altınordu,771,Bahçelievler,206998
1975,Ordu,74,Altınordu,771,Bayadı,124542
1976,Ordu,74,Altınordu,771,Bayramlı,124516
1977,Ordu,74,Altınordu,771,Boztepe,124541
1978,Ordu,74,Altınordu,771,Bucak,124496
1979,Ordu,74,Altınordu,771,Burhanettin,124537
1980,Ordu,74,Altınordu,771,Cumhuriyet,204066
1981,Ordu,74,Altınordu,771,Cumhuriyetköy,125475
1982,Ordu,74,Altınordu,771,Çavuşlar,124554
1983,Ordu,74,Altınordu,771,Dedeli,124527
1984,Ordu,74,Altınordu,771,Delikkaya,124548
1985,Ordu,74,Altınordu,771,Dikence,124525
1986,Ordu,74,Altınordu,771,Durugöl,204065
1987,Ordu,74,Altınordu,771,Düz,124498
1988,Ordu,74,Altınordu,771,Düzköy,205181
1989,Ordu,74,Altınordu,771,Emen,205378
1990,Ordu,74,Altınordu,771,Erenli,125384
1991,Ordu,74,Altınordu,771,Eskipazar,124551
1992,Ordu,74,Altınordu,771,Eyüplü,124547
1993,Ordu,74,Altınordu,771,Gerce,125381
1994,Ordu,74,Altınordu,771,Gökömer,124533
1995,Ordu,74,Altınordu,771,Gümüşköy,125389
1996,Ordu,74,Altınordu,771,Günören,124560
1997,Ordu,74,Altınordu,771,Güzelyalı,124494
1998,Ordu,74,Altınordu,771,Güzelyalıköy,124540
1999,Ordu,74,Altınordu,771,Hacılar,124522
2000,Ordu,74,Altınordu,771,Hatipli,124535
2001,Ordu,74,Altınordu,771,Hürriyet,125380
2002,Ordu,74,Altınordu,771,Işıklı,124524
2003,Ordu,74,Altınordu,771,Kabalı,181287
2004,Ordu,74,Altınordu,771,Karaağaç,124521
2005,Ordu,74,Altınordu,771,Karacaömer,124550
2006,Ordu,74,Altınordu,771,Karaoluk,169534
2007,Ordu,74,Altınordu,771,Karapınar,124505
2008,Ordu,74,Altınordu,771,Karşıyaka,205737
2009,Ordu,74,Altınordu,771,Kayabaşı,124515
2010,Ordu,74,Altınordu,771,Kayadibi,124511
2011,Ordu,74,Altınordu,771,Kısacık,124538
2012,Ordu,74,Altınordu,771,Kızılhisar,124539
2013,Ordu,74,Altınordu,771,Kirazlimanı,124493
2014,Ordu,74,Altınordu,771,Kovancı,124520
2015,Ordu,74,Altınordu,771,Kökenli,124545
2016,Ordu,74,Altınordu,771,Kumbaşı,204064
2017,Ordu,74,Altınordu,771,Kurtulmuş,124518
2018,Ordu,74,Altınordu,771,Kuylu,124546
2019,Ordu,74,Altınordu,771,Mübarek,124543
2020,Ordu,74,Altınordu,771,Nizamettin,124501
2021,Ordu,74,Altınordu,771,Oğmaca,124553
2022,Ordu,74,Altınordu,771,Orhaniye,124556
2023,Ordu,74,Altınordu,771,Ortaköy,125476
2024,Ordu,74,Altınordu,771,Osmaniye,125387
2025,Ordu,74,Altınordu,771,Öceli,124544
2026,Ordu,74,Altınordu,771,Örencik,124559
2027,Ordu,74,Altınordu,771,Övündük,124536
2028,Ordu,74,Altınordu,771,Pelitli,125477
2029,Ordu,74,Altınordu,771,Sağırlı,124514
2030,Ordu,74,Altınordu,771,Saray,124502
2031,Ordu,74,Altınordu,771,Saraycık,124555
2032,Ordu,74,Altınordu,771,Selimiye,124500
2033,Ordu,74,Altınordu,771,Subaşı,124499
2034,Ordu,74,Altınordu,771,Şahincili,124507
2035,Ordu,74,Altınordu,771,Şarkiye,124495
2036,Ordu,74,Altınordu,771,Şenköy,169893
2037,Ordu,74,Altınordu,771,Şenocak,124512
2038,Ordu,74,Altınordu,771,Şirinevler,206997
2039,Ordu,74,Altınordu,771,Taşbaşı,124504
2040,Ordu,74,Altınordu,771,Terzili,124557
2041,Ordu,74,Altınordu,771,Teyneli,124534
2042,Ordu,74,Altınordu,771,Topluca,124531
2043,Ordu,74,Altınordu,771,Uzunisa,124523
2044,Ordu,74,Altınordu,771,Uzunmusa,124526
2045,Ordu,74,Altınordu,771,Yağızlı,124508
2046,Ordu,74,Altınordu,771,Yaraşlı,124510
2047,Ordu,74,Altınordu,771,Yemişli,124519
2048,Ordu,74,Altınordu,771,Yeni,124497
2049,Ordu,74,Altınordu,771,Yeşilköy,124529
2050,Ordu,74,Altınordu,771,Yıldızlı,124552
2051,Ordu,74,Altınordu,771,Yukarıtepe,124509
2052,Ordu,74,Altınordu,771,Zafer,124530
2053,Ordu,74,Altınordu,771,Zaferimilli,124503
2054,Ordu,74,Perşembe,772,Alınca,157565
2055,Ordu,74,Perşembe,772,Anaç,157591
2056,Ordu,74,Perşembe,772,Aziziye,153192
2057,Ordu,74,Perşembe,772,Babalı,155667
2058,Ordu,74,Perşembe,772,Bekirli,153947
2059,Ordu,74,Perşembe,772,Beyli,154264
2060,Ordu,74,Perşembe,772,Boğazcık,157027
2061,Ordu,74,Perşembe,772,Bolatlı,155476
2062,Ordu,74,Perşembe,772,Çamarası,155004
2063,Ordu,74,Perşembe,772,Çandır,157246
2064,Ordu,74,Perşembe,772,Çaytepe,157974
2065,Ordu,74,Perşembe,772,Çerli,157989
2066,Ordu,74,Perşembe,772,Çınar,157369
2067,Ordu,74,Perşembe,772,Dereiçi,159189
2068,Ordu,74,Perşembe,772,Doğanköy,158205
2069,Ordu,74,Perşembe,772,Düz,153518
2070,Ordu,74,Perşembe,772,Efirli,154500
2071,Ordu,74,Perşembe,772,Ekinciler,158780
2072,Ordu,74,Perşembe,772,Emek,158610
2073,Ordu,74,Perşembe,772,Gündoğdu,157028
2074,Ordu,74,Perşembe,772,Güzelyurt,135222
2075,Ordu,74,Perşembe,772,Hacılar,154265
2076,Ordu,74,Perşembe,772,Hamidiye,158992
2077,Ordu,74,Perşembe,772,İmeçli,153193
2078,Ordu,74,Perşembe,772,İstanbul Boğazı,153691
2079,Ordu,74,Perşembe,772,Kacalı,155100
2080,Ordu,74,Perşembe,772,Kaleyaka,157292
2081,Ordu,74,Perşembe,772,Kazancılı,158762
2082,Ordu,74,Perşembe,772,Kırlı,207686
2083,Ordu,74,Perşembe,772,Kovanlı,155077
2084,Ordu,74,Perşembe,772,Kozağzı,152293
2085,Ordu,74,Perşembe,772,Kurtuluş,156568
2086,Ordu,74,Perşembe,772,Kutluca,157592
2087,Ordu,74,Perşembe,772,Kuyluca,158781
2088,Ordu,74,Perşembe,772,Medreseönü,202524
2089,Ordu,74,Perşembe,772,Merkez,155646
2090,Ordu,74,Perşembe,772,Mersin,155090
2091,Ordu,74,Perşembe,772,Neneli,151778
2092,Ordu,74,Perşembe,772,Okçulu,160558
2093,Ordu,74,Perşembe,772,Ortatepe,157029
2094,Ordu,74,Perşembe,772,Ramazan,157381
2095,Ordu,74,Perşembe,772,Saray,156348
2096,Ordu,74,Perşembe,772,Selimiye,155855
2097,Ordu,74,Perşembe,772,Sırakovancı,159162
2098,Ordu,74,Perşembe,772,Soğukpınar,156510
2099,Ordu,74,Perşembe,772,Şenyurt,155219
2100,Ordu,74,Perşembe,772,Tarlacık,155220
2101,Ordu,74,Perşembe,772,Tepecik,152960
2102,Ordu,74,Perşembe,772,Tepeharman,157397
2103,Ordu,74,Perşembe,772,Tepeköy,202519
2104,Ordu,74,Perşembe,772,Töngeldüzü,155399
2105,Ordu,74,Perşembe,772,Yarlı,156940
2106,Ordu,74,Perşembe,772,Yazlık,155645
2107,Ordu,74,Perşembe,772,Yeniköy,205873
2108,Ordu,74,Perşembe,772,Yeniöz,159152
2109,Ordu,74,Perşembe,772,Yeşilköy,155666
2110,Ordu,74,Perşembe,772,Yumrutaş,157245
2111,Ordu,74,Ulubey,773,Akoluk,15509
2112,Ordu,74,Ulubey,773,Akpınar,16362
2113,Ordu,74,Ulubey,773,Aydınlar,15621
2114,Ordu,74,Ulubey,773,Başçardak,16901
2115,Ordu,74,Ulubey,773,Belenyurt,15412
2116,Ordu,74,Ulubey,773,Cevizlik,16349
2117,Ordu,74,Ulubey,773,Çağlayan,16956
2118,Ordu,74,Ulubey,773,Çatallı,15977
2119,Ordu,74,Ulubey,773,Çubuklu,16751
2120,Ordu,74,Ulubey,773,Çukurçonkara,158268
2121,Ordu,74,Ulubey,773,Doğlu,17145
2122,Ordu,74,Ulubey,773,Durak,159154
2123,Ordu,74,Ulubey,773,Elmaçukuru,15975
2124,Ordu,74,Ulubey,773,Eymür,16625
2125,Ordu,74,Ulubey,773,Fındıklı,16721
2126,Ordu,74,Ulubey,773,Gündüzlü,16692
2127,Ordu,74,Ulubey,773,Güvenköy,16087
2128,Ordu,74,Ulubey,773,Güvenyurt,15688
2129,Ordu,74,Ulubey,773,Güzelyurt,16214
2130,Ordu,74,Ulubey,773,Hocaoğlu,15231
2131,Ordu,74,Ulubey,773,Kadıncık,15947
2132,Ordu,74,Ulubey,773,Kalicak,157100
2133,Ordu,74,Ulubey,773,Karakoca,16073
2134,Ordu,74,Ulubey,773,Kardeşler,16246
2135,Ordu,74,Ulubey,773,Kıranyağmur,16455
2136,Ordu,74,Ulubey,773,Kirazlık,16011
2137,Ordu,74,Ulubey,773,Koşaca,16301
2138,Ordu,74,Ulubey,773,Kumanlar,16109
2139,Ordu,74,Ulubey,773,Kumrulu,15838
2140,Ordu,74,Ulubey,773,Ohtamış,17022
2141,Ordu,74,Ulubey,773,Oyumgürgen,15892
2142,Ordu,74,Ulubey,773,Ören,154989
2143,Ordu,74,Ulubey,773,Refahiye,16955
2144,Ordu,74,Ulubey,773,Şahinkaya,15358
2145,Ordu,74,Ulubey,773,Şekeroluk,160701
2146,Ordu,74,Ulubey,773,Şıhlar,156349
2147,Ordu,74,Ulubey,773,Uzunmahmut,14910
2148,Ordu,74,Ulubey,773,Yeni,16500
2149,Ordu,74,Ulubey,773,Yenisayaca,16672
2150,Ordu,74,Ulubey,773,Yolbaşı,16371
2151,Ordu,74,Ulubey,773,Yukarıkızılen,155198
2152,Ordu,74,Ünye,774,Ağudere,160561
2153,Ordu,74,Ünye,774,Ataköy,204517
2154,Ordu,74,Ünye,774,Atatürk,154895
2155,Ordu,74,Ünye,774,Aydıntepe,204518
2156,Ordu,74,Ünye,774,Başköy,158952
2157,Ordu,74,Ünye,774,Bayramca,156813
2158,Ordu,74,Ünye,774,Beylerce,201020
2159,Ordu,74,Ünye,774,Burunucu,159175
2160,Ordu,74,Ünye,774,Cevizdere,204519
2161,Ordu,74,Ünye,774,Çakmak,204520
2162,Ordu,74,Ünye,774,Çamurlu,158502
2163,Ordu,74,Ünye,774,Çatak,157687
2164,Ordu,74,Ünye,774,Çatalpınar,157978
2165,Ordu,74,Ünye,774,Çataltepe,152962
2166,Ordu,74,Ünye,774,Çınarcık,201025
2167,Ordu,74,Ünye,774,Çınarlık,204528
2168,Ordu,74,Ünye,774,Çiğdem,155308
2169,Ordu,74,Ünye,774,Denizbükü,158754
2170,Ordu,74,Ünye,774,Dizdar,153322
2171,Ordu,74,Ünye,774,Döşemedibi,152963
2172,Ordu,74,Ünye,774,Düzköy,204521
2173,Ordu,74,Ünye,774,Düzsaylan,204522
2174,Ordu,74,Ünye,774,Elmalık,157399
2175,Ordu,74,Ünye,774,Erenyurt,160476
2176,Ordu,74,Ünye,774,Esenkale,203716
2177,Ordu,74,Ünye,774,Eskikızılcakese,201023
2178,Ordu,74,Ünye,774,Fatih,156570
2179,Ordu,74,Ünye,774,Fevziçakmak,160158
2180,Ordu,74,Ünye,774,Göbü,159191
2181,Ordu,74,Ünye,774,Göbünalcı,160300
2182,Ordu,74,Ünye,774,Gölceğiz,155401
2183,Ordu,74,Ünye,774,Gölevi,156921
2184,Ordu,74,Ünye,774,Günpınarı,201024
2185,Ordu,74,Ünye,774,Gürecülü,158785
2186,Ordu,74,Ünye,774,Güzelkale,156412
2187,Ordu,74,Ünye,774,Güzelyalı,204350
2188,Ordu,74,Ünye,774,Hamidiye,153341
2189,Ordu,74,Ünye,774,Hanyanı,204938
2190,Ordu,74,Ünye,774,Hızarbaşıgünlük,158817
2191,Ordu,74,Ünye,774,Hızarbaşıkumarlı,155402
2192,Ordu,74,Ünye,774,İnkur,206601
2193,Ordu,74,Ünye,774,İpekyolu,204529
2194,Ordu,74,Ünye,774,Kadılar,157991
2195,Ordu,74,Ünye,774,Kale,157236
2196,Ordu,74,Ünye,774,Kaledere,153150
2197,Ordu,74,Ünye,774,Kaledibi,159141
2198,Ordu,74,Ünye,774,Karşıyaka,204530
2199,Ordu,74,Ünye,774,Keş,154541
2200,Ordu,74,Ünye,774,Killik,201021
2201,Ordu,74,Ünye,774,Kocuklu,204523
2202,Ordu,74,Ünye,774,Kuşçulu,156905
2203,Ordu,74,Ünye,774,Kuşdoğan,156205
2204,Ordu,74,Ünye,774,Liseler,157457
2205,Ordu,74,Ünye,774,Nadırlı,156545
2206,Ordu,74,Ünye,774,Nurettin,154599
2207,Ordu,74,Ünye,774,Nuriye,158786
2208,Ordu,74,Ünye,774,Ortayılmazlar,157466
2209,Ordu,74,Ünye,774,Pelitliyatak,157484
2210,Ordu,74,Ünye,774,Pelitliyatak/Çalca,181093
2211,Ordu,74,Ünye,774,Pelitliyatak/Fatih,181094
2212,Ordu,74,Ünye,774,Pelitliyatak/Fındıklı,181095
2213,Ordu,74,Ünye,774,Pelitliyatak/Güzelbahçe,181096
2214,Ordu,74,Ünye,774,Pelitliyatak/Güzelyalı,181097
2215,Ordu,74,Ünye,774,Pelitliyatak/İstiklal,181098
2216,Ordu,74,Ünye,774,Pelitliyatak/Körfez,181099
2217,Ordu,74,Ünye,774,Pelitliyatak/Ortamahalle,181100
2218,Ordu,74,Ünye,774,Pelitliyatak/Yanıkyatak,181101
2219,Ordu,74,Ünye,774,Pelitliyatak/Yeşilyurt,181102
2220,Ordu,74,Ünye,774,Pelitliyatak/Yukarımahalle,181103
2221,Ordu,74,Ünye,774,Pınarbaşı,169393
2222,Ordu,74,Ünye,774,Sahilköy,204524
2223,Ordu,74,Ünye,774,Saraçlı,159174
2224,Ordu,74,Ünye,774,Saraycık,153694
2225,Ordu,74,Ünye,774,Sarıhalil,156189
2226,Ordu,74,Ünye,774,Saylan,160319
2227,Ordu,74,Ünye,774,Sofutepesi,203717
2228,Ordu,74,Ünye,774,Şehriman,160477
2229,Ordu,74,Ünye,774,Şenyurt,204525
2230,Ordu,74,Ünye,774,Taflancık,156707
2231,Ordu,74,Ünye,774,Taşca,204526
2232,Ordu,74,Ünye,774,Tekkiraz,159131
2233,Ordu,74,Ünye,774,Tekkiraz\Atatürk,203715
2234,Ordu,74,Ünye,774,Tekkiraz\Dereköy,181108
2235,Ordu,74,Ünye,774,Tekkiraz\Ortaköy,181110
2236,Ordu,74,Ünye,774,Tekkiraz\Yeniköy,181109
2237,Ordu,74,Ünye,774,Tepeköy,156116
2238,Ordu,74,Ünye,774,Uğurlu,156158
2239,Ordu,74,Ünye,774,Üçpınar,155895
2240,Ordu,74,Ünye,774,Yavi,156943
2241,Ordu,74,Ünye,774,Yaycı,158804
2242,Ordu,74,Ünye,774,Yaylalı,158685
2243,Ordu,74,Ünye,774,Yazkonağı,202785
2244,Ordu,74,Ünye,774,Yenikent/Ekincik,181104
2245,Ordu,74,Ünye,774,Yenikent/Fatih,181105
2246,Ordu,74,Ünye,774,Yenikent/Gaziler,181106
2247,Ordu,74,Ünye,774,Yenikent/Karakışla,181107
2248,Ordu,74,Ünye,774,Yenikent-Çamurlu,170820
2249,Ordu,74,Ünye,774,Yenikent-Ortayılmazlar,154544
2250,Ordu,74,Ünye,774,Yenikızılcakese,154542
2251,Ordu,74,Ünye,774,Yeşilada,204527
2252,Ordu,74,Ünye,774,Yeşilkent,206600
2253,Ordu,74,Ünye,774,Yiğitler,153323
2254,Ordu,74,Ünye,774,Yunus Emre,204531
2255,Ordu,74,Ünye,774,Yüceler,156546
2256,Samsun,77,Alaçam,800,Akbulut,205182
2257,Samsun,77,Alaçam,800,Akgüney,134555
2258,Samsun,77,Alaçam,800,Alidedebölmesi,14509
2259,Samsun,77,Alaçam,800,Alparslan,203948
2260,Samsun,77,Alaçam,800,Aşağıakgüney,205077
2261,Samsun,77,Alaçam,800,Aşağıısırganlı,155659
2262,Samsun,77,Alaçam,800,Aşağıkoçlu,155256
2263,Samsun,77,Alaçam,800,Bahşioymağı,15441
2264,Samsun,77,Alaçam,800,Bekiroğlu,14778
2265,Samsun,77,Alaçam,800,Çeşme,157174
2266,Samsun,77,Alaçam,800,Demircideresi,151921
2267,Samsun,77,Alaçam,800,Doğankent,180625
2268,Samsun,77,Alaçam,800,Doyran,134944
2269,Samsun,77,Alaçam,800,Esentepe,205445
2270,Samsun,77,Alaçam,800,Etyemez,153619
2271,Samsun,77,Alaçam,800,Fatih,203947
2272,Samsun,77,Alaçam,800,Göçkün,15367
2273,Samsun,77,Alaçam,800,Gökçeağaçoymağı,15059
2274,Samsun,77,Alaçam,800,Gökçeboğaz,154867
2275,Samsun,77,Alaçam,800,Gülkaya,153398
2276,Samsun,77,Alaçam,800,Gültepe,205995
2277,Samsun,77,Alaçam,800,Gümüşova,14878
2278,Samsun,77,Alaçam,800,Güvenli,205444
2279,Samsun,77,Alaçam,800,Habilli,14757
2280,Samsun,77,Alaçam,800,Harmancık,15285
2281,Samsun,77,Alaçam,800,İncirli,134256
2282,Samsun,77,Alaçam,800,Kadıköy,14689
2283,Samsun,77,Alaçam,800,Kalukdemirci,153671
2284,Samsun,77,Alaçam,800,Kalukkaraçukur,154879
2285,Samsun,77,Alaçam,800,Kapaklı,153266
2286,Samsun,77,Alaçam,800,Karahüseyinli,151756
2287,Samsun,77,Alaçam,800,Karlı,200940
2288,Samsun,77,Alaçam,800,Karşıyaka,153257
2289,Samsun,77,Alaçam,800,Kışlakonak,154692
2290,Samsun,77,Alaçam,800,Kızlan,15167
2291,Samsun,77,Alaçam,800,Killik,155927
2292,Samsun,77,Alaçam,800,Köseköy,134032
2293,Samsun,77,Alaçam,800,Madenler,154466
2294,Samsun,77,Alaçam,800,Ortaköy,154212
2295,Samsun,77,Alaçam,800,Örenli,153781
2296,Samsun,77,Alaçam,800,Pelitbükü,154934
2297,Samsun,77,Alaçam,800,Pelitbüküsekecek,154517
2298,Samsun,77,Alaçam,800,Sakarinek,155467
2299,Samsun,77,Alaçam,800,Sancar,14430
2300,Samsun,77,Alaçam,800,Sarılık,153267
2301,Samsun,77,Alaçam,800,Soğukçam,155813
2302,Samsun,77,Alaçam,800,Taşkelik,14950
2303,Samsun,77,Alaçam,800,Tefekli,205076
2304,Samsun,77,Alaçam,800,Tepebölmesi,154053
2305,Samsun,77,Alaçam,800,Terskırık,16065
2306,Samsun,77,Alaçam,800,Toplu,156998
2307,Samsun,77,Alaçam,800,Umutlu,154667
2308,Samsun,77,Alaçam,800,Uzunkıraç,154835
2309,Samsun,77,Alaçam,800,Vicikler,153070
2310,Samsun,77,Alaçam,800,Yakacık,155731
2311,Samsun,77,Alaçam,800,Yenicami,14861
2312,Samsun,77,Alaçam,800,Yenice,15323
2313,Samsun,77,Alaçam,800,Yeniköy,200941
2314,Samsun,77,Alaçam,800,Yeşilköy,205078
2315,Samsun,77,Alaçam,800,Yoğunpelit,14490
2316,Samsun,77,Alaçam,800,Yukarıelma,155834
2317,Samsun,77,Alaçam,800,Yukarıısırganlı,152993
2318,Samsun,77,Alaçam,800,Yukarıkoçlu,15986
2319,Samsun,77,Alaçam,800,Yukarısoğukçam,15188
2320,Samsun,77,Alaçam,800,Zeytin,200943
2321,Samsun,77,Asarcık,801,Acısu,152924
2322,Samsun,77,Asarcık,801,Akyazı,134257
2323,Samsun,77,Asarcık,801,Alan,153576
2324,Samsun,77,Asarcık,801,Alişar,133931
2325,Samsun,77,Asarcık,801,Arıcak,154034
2326,Samsun,77,Asarcık,801,Armutlu,157352
2327,Samsun,77,Asarcık,801,Aşuru,151724
2328,Samsun,77,Asarcık,801,Ayaklıalan,155269
2329,Samsun,77,Asarcık,801,Aydın,153101
2330,Samsun,77,Asarcık,801,Biçincik,152678
2331,Samsun,77,Asarcık,801,Çulhaoğlu,13464
2332,Samsun,77,Asarcık,801,Dağcılar,153118
2333,Samsun,77,Asarcık,801,Emirmusa,134239
2334,Samsun,77,Asarcık,801,Esentepe,153268
2335,Samsun,77,Asarcık,801,Gökgöl,153127
2336,Samsun,77,Asarcık,801,Gülveren,13981
2337,Samsun,77,Asarcık,801,Gündoğdu,206158
2338,Samsun,77,Asarcık,801,Hisariye,157339
2339,Samsun,77,Asarcık,801,İmamlı,134945
2340,Samsun,77,Asarcık,801,Kesealan,153601
2341,Samsun,77,Asarcık,801,Kılavuzlu,136531
2342,Samsun,77,Asarcık,801,Koşaca,133842
2343,Samsun,77,Asarcık,801,Kuyumcuoğlu,13791
2344,Samsun,77,Asarcık,801,Musaağa,153128
2345,Samsun,77,Asarcık,801,Sakızlık,153236
2346,Samsun,77,Asarcık,801,Uluköy,134825
2347,Samsun,77,Asarcık,801,Yarımca,155149
2348,Samsun,77,Asarcık,801,Yayla,136666
2349,Samsun,77,Asarcık,801,Yeniömerli,155441
2350,Samsun,77,Asarcık,801,Yeşildere,153752
2351,Samsun,77,Asarcık,801,Yeşilköy,13710
2352,Samsun,77,Ayvacık,802,Arduç,15041
2353,Samsun,77,Ayvacık,802,Ayvacık Barajı,202523
2354,Samsun,77,Ayvacık,802,Balahur Barajı,202522
2355,Samsun,77,Ayvacık,802,Başalan,13674
2356,Samsun,77,Ayvacık,802,Çamalan,14894
2357,Samsun,77,Ayvacık,802,Çamlıkale,13308
2358,Samsun,77,Ayvacık,802,Çarşıköy,13619
2359,Samsun,77,Ayvacık,802,Çökekli,13764
2360,Samsun,77,Ayvacık,802,Döngel,14084
2361,Samsun,77,Ayvacık,802,Döngelyatak,153620
2362,Samsun,77,Ayvacık,802,Esenyurt,14612
2363,Samsun,77,Ayvacık,802,Eynel,14624
2364,Samsun,77,Ayvacık,802,Eyüp Sultan,14316
2365,Samsun,77,Ayvacık,802,Fatih Sultan Mehmet,14452
2366,Samsun,77,Ayvacık,802,Gülpınar,203600
2367,Samsun,77,Ayvacık,802,Gültepe,13935
2368,Samsun,77,Ayvacık,802,Gürçam,13802
2369,Samsun,77,Ayvacık,802,Güzelyurt,13378
2370,Samsun,77,Ayvacık,802,Kabaklık,14616
2371,Samsun,77,Ayvacık,802,Kapıkaya,155348
2372,Samsun,77,Ayvacık,802,Karaağaç,153244
2373,Samsun,77,Ayvacık,802,Karşıdöngel,157201
2374,Samsun,77,Ayvacık,802,Kazancılı,13446
2375,Samsun,77,Ayvacık,802,Keskinoğlu,14231
2376,Samsun,77,Ayvacık,802,Koçyurdu,14160
2377,Samsun,77,Ayvacık,802,Meşelidüz,13849
2378,Samsun,77,Ayvacık,802,Orhangazi,13901
2379,Samsun,77,Ayvacık,802,Orta,133932
2380,Samsun,77,Ayvacık,802,Ortaköy,14094
2381,Samsun,77,Ayvacık,802,Osmanlı,204361
2382,Samsun,77,Ayvacık,802,Örencik,14260
2383,Samsun,77,Ayvacık,802,Sahilköy,157186
2384,Samsun,77,Ayvacık,802,Söğütpınar,152132
2385,Samsun,77,Ayvacık,802,Şenpınar,14414
2386,Samsun,77,Ayvacık,802,Tepealtı,13830
2387,Samsun,77,Ayvacık,802,Terice,13538
2388,Samsun,77,Ayvacık,802,Tiryakioğlu,14141
2389,Samsun,77,Ayvacık,802,Uğurlu,13371
2390,Samsun,77,Ayvacık,802,Yenice,13664
2391,Samsun,77,Ayvacık,802,Yeniköy,155616
2392,Samsun,77,Ayvacık,802,Yeşilçam,13957
2393,Samsun,77,Ayvacık,802,Yeşildere,134693
2394,Samsun,77,Ayvacık,802,Yeşilpınar,14591
2395,Samsun,77,Ayvacık,802,Yunus Emre,13691
2396,Samsun,77,Ayvacık,802,Zaferköy,14351
2397,Samsun,77,Bafra,803,Adaköy,152981
2398,Samsun,77,Bafra,803,Ağcaalan,133845
2399,Samsun,77,Bafra,803,Ağıllar,170767
2400,Samsun,77,Bafra,803,Akalan,153742
2401,Samsun,77,Bafra,803,Aktekke,170768
2402,Samsun,77,Bafra,803,Alaçam,151402
2403,Samsun,77,Bafra,803,Alparslan,153532
2404,Samsun,77,Bafra,803,Altınova,205127
2405,Samsun,77,Bafra,803,Asar,151591
2406,Samsun,77,Bafra,803,Asmaçam,151785
2407,Samsun,77,Bafra,803,Azay,170197
2408,Samsun,77,Bafra,803,Bahçeler,154781
2409,Samsun,77,Bafra,803,Bakırpınar,155746
2410,Samsun,77,Bafra,803,Balıklar,170770
2411,Samsun,77,Bafra,803,Barış,203789
2412,Samsun,77,Bafra,803,Başaran,153621
2413,Samsun,77,Bafra,803,Başkaya,170790
2414,Samsun,77,Bafra,803,Bengü,153269
2415,Samsun,77,Bafra,803,Boğazkaya,170771
2416,Samsun,77,Bafra,803,Burunca,154669
2417,Samsun,77,Bafra,803,Büyükcami,155791
2418,Samsun,77,Bafra,803,Büyükyeraltı,170789
2419,Samsun,77,Bafra,803,Büzmelek,136654
2420,Samsun,77,Bafra,803,Cırıklar,170773
2421,Samsun,77,Bafra,803,Cumhuriyet,134666
2422,Samsun,77,Bafra,803,Çalköy,170772
2423,Samsun,77,Bafra,803,Çamaltı,155052
2424,Samsun,77,Bafra,803,Çatak,204294
2425,Samsun,77,Bafra,803,Çataltepe,204902
2426,Samsun,77,Bafra,803,Çilhane,153304
2427,Samsun,77,Bafra,803,Çulhakoca,170793
2428,Samsun,77,Bafra,803,Darboğaz,155815
2429,Samsun,77,Bafra,803,Dededağı,170911
2430,Samsun,77,Bafra,803,Dedeli,133933
2431,Samsun,77,Bafra,803,Derbent,170794
2432,Samsun,77,Bafra,803,Dereler,153594
2433,Samsun,77,Bafra,803,Dikencik,154670
2434,Samsun,77,Bafra,803,Doğanca,205128
2435,Samsun,77,Bafra,803,Doğankaya,151554
2436,Samsun,77,Bafra,803,Düzköy,154232
2437,Samsun,77,Bafra,803,Ekiztepe,157175
2438,Samsun,77,Bafra,803,Elalan,156999
2439,Samsun,77,Bafra,803,Eldavut,154482
2440,Samsun,77,Bafra,803,Elifli,151571
2441,Samsun,77,Bafra,803,Emenli,153928
2442,Samsun,77,Bafra,803,Emirefendi,133858
2443,Samsun,77,Bafra,803,Esençay,151740
2444,Samsun,77,Bafra,803,Evrenuşağı,154880
